card_id,set_id,market_price_usd
sv8-100,sv8,64.43
sv8-101,sv8,87.47
sv8-102,sv8,106.75
sv8-103,sv8,65.35
sv8-104,sv8,18.11
sv8-105,sv8,40.51
sv8-106,sv8,123.21
sv8-107,sv8,24.25
sv8-108,sv8,79.31
sv8-109,sv8,149.63
sv8-110,sv8,16.69
sv8-111,sv8,97.12
sv8-112,sv8,28.14
sv8-113,sv8,78.4
sv8-114,sv8,14.6
sv8-115,sv8,17.24
sv8-116,sv8,4.09
sv8-117,sv8,85.35
sv8-118,sv8,112.26
sv8-119,sv8,74.12
sv8-120,sv8,52.75
sv8-121,sv8,22.14
sv8-122,sv8,121.28
sv8-123,sv8,67.5
sv8-124,sv8,60.62
sv8-125,sv8,71.44
sv8-126,sv8,14.76
sv8-127,sv8,132.34
sv8-128,sv8,41.29
sv8-129,sv8,122.82
sv8-130,sv8,30.56
sv8-131,sv8,130.93
sv8-132,sv8,97.1
sv8-133,sv8,64.1
sv8-134,sv8,21.08
sv8-135,sv8,141.56
sv8-136,sv8,44.31
sv8-137,sv8,72.46
sv8-138,sv8,88.16
sv8-139,sv8,139.15
sv8-140,sv8,7.66
sv8-141,sv8,82.72
sv8-142,sv8,41.81
sv8-143,sv8,49.35
sv8-144,sv8,65.37
sv8-145,sv8,23.81
sv8-146,sv8,24.49
sv8-147,sv8,63.41
sv8-148,sv8,131.43
sv8-149,sv8,27.91
sv8-150,sv8,42.33
sv8-151,sv8,116.5
sv8-152,sv8,44.7
sv8-153,sv8,132.75
sv8-154,sv8,108.92
sv8-155,sv8,118.92
sv8-156,sv8,105.13
sv8-157,sv8,145.12
sv8-158,sv8,90.94
sv8-159,sv8,6.53
sv8-160,sv8,21.38
sv8-161,sv8,32.32
sv8-162,sv8,122.87
sv8-163,sv8,64.54
sv8-164,sv8,89.08
sv8-165,sv8,103.05
sv8-166,sv8,131.46
sv8-167,sv8,47.32
sv8-168,sv8,31.47
sv8-169,sv8,41.07
sv8-170,sv8,99.58
sv8-171,sv8,133.31
sv8-172,sv8,105.1
sv8-173,sv8,116.82
sv8-174,sv8,33.06
sv8-175,sv8,123.46
sv8-176,sv8,75.71
sv8-177,sv8,113.33
sv8-178,sv8,15.51
sv8-179,sv8,9.4
sv8-180,sv8,12.75
sv8-181,sv8,85.27
sv8-182,sv8,30.18
sv8-183,sv8,74.36
sv8-184,sv8,96.82
sv8-185,sv8,7.86
sv8-186,sv8,87.6
sv8-187,sv8,147.07
sv8-188,sv8,121.29
sv8-189,sv8,101.24
sv8-190,sv8,8.62
sv8-191,sv8,135.36
sv8-192,sv8,40.03
sv8-193,sv8,18.53
sv8-194,sv8,6.92
sv8-195,sv8,38.22
sv8-196,sv8,92.51
sv8-197,sv8,10.43
sv8-198,sv8,72.94
sv8-199,sv8,29.32
sv8-200,sv8,36.87
sv8-201,sv8,48.45
sv8-202,sv8,112.4
sv8-203,sv8,11.93
sv8-204,sv8,12.81
sv8-205,sv8,136.03
sv8-206,sv8,95.26
sv8-207,sv8,72.46
sv8-208,sv8,80.06
sv8-209,sv8,143.32
sv8-210,sv8,34.21
sv8-211,sv8,65.21
sv8-212,sv8,93.51
sv8-213,sv8,7.76
sv8-214,sv8,67.84
sv8-215,sv8,47.04
sv8-216,sv8,14.34
sv8-217,sv8,50.55
sv8-218,sv8,104.24
sv8-219,sv8,122.66
sv8-220,sv8,43.32
sv8-221,sv8,114.81
sv8-222,sv8,54.93
sv8-223,sv8,149.57
sv8-224,sv8,47.88
sv8-225,sv8,60.32
sv8-226,sv8,119.32
sv8-227,sv8,86.75
sv8-228,sv8,58.29
sv8-229,sv8,66.46
sv8-230,sv8,68.67
sv8-231,sv8,51.33
sv8-232,sv8,109.58
sv8-233,sv8,114.28
sv8-234,sv8,109.2
sv8-235,sv8,72.06
sv8-236,sv8,108.68
sv8-237,sv8,42.35
sv8-238,sv8,10.26
sv8-239,sv8,116.56
sv8-240,sv8,9.99
sv8-241,sv8,127.81
sv8-242,sv8,109.83
sv8-243,sv8,61.25
sv8-244,sv8,51.73
sv8-245,sv8,121.82
sv8-246,sv8,128.62
sv8-247,sv8,39.85
sv8-248,sv8,3.98
sv8-249,sv8,121.8
sv8-250,sv8,57.45
sv8-251,sv8,138.63
sv8-252,sv8,135.43
xy2-13,xy2,33.65
xy2-14,xy2,123.37
xy2-15,xy2,61.66
xy2-16,xy2,3.58
xy2-17,xy2,136.62
xy2-18,xy2,80.58
xy2-19,xy2,122.04
xy2-20,xy2,35.38
xy2-21,xy2,134.11
xy2-22,xy2,55.17
xy2-23,xy2,76.99
xy2-24,xy2,14.48
xy2-25,xy2,120.11
xy2-26,xy2,89.91
xy2-27,xy2,40.19
xy2-28,xy2,104.49
xy2-29,xy2,130.77
xy2-30,xy2,142.86
xy2-31,xy2,112.9
xy2-32,xy2,87.64
xy2-33,xy2,123.57
xy2-34,xy2,28.12
xy2-35,xy2,107.84
xy2-36,xy2,103.17
xy2-37,xy2,100.75
xy2-38,xy2,101.77
xy2-39,xy2,27.73
xy2-40,xy2,16.8
xy2-41,xy2,32.09
xy2-42,xy2,124.61
xy2-43,xy2,97.25
xy2-44,xy2,125.98
xy2-45,xy2,66.78
xy2-46,xy2,104.45
xy2-47,xy2,4.63
xy2-48,xy2,57.45
xy2-49,xy2,109.58
xy2-50,xy2,41.47
xy2-51,xy2,14.86
xy2-52,xy2,92.34
xy2-53,xy2,132.16
xy2-103,xy2,89.1
xy2-54,xy2,31.94
xy2-55,xy2,27.38
xy2-56,xy2,66.12
xy2-57,xy2,11.59
xy2-58,xy2,115.51
xy2-59,xy2,72.53
xy2-60,xy2,93.54
xy2-61,xy2,65.7
xy2-62,xy2,112.21
xy2-63,xy2,143.96
xy2-64,xy2,7.92
xy2-65,xy2,107.62
xy2-66,xy2,78.79
xy2-67,xy2,38.1
xy2-68,xy2,72.3
xy2-69,xy2,130.13
xy2-70,xy2,20.77
xy2-71,xy2,60.14
xy2-72,xy2,92.17
xy2-73,xy2,4.98
xy2-74,xy2,25.16
xy2-75,xy2,86.61
xy2-76,xy2,92.17
xy2-77,xy2,81.51
xy2-78,xy2,18.9
xy2-79,xy2,97.98
xy2-80,xy2,32.87
xy2-81,xy2,38.29
xy2-82,xy2,46.77
xy2-83,xy2,129.07
xy2-84,xy2,98.23
xy2-85,xy2,73.75
xy2-86,xy2,15.66
xy2-87,xy2,6.09
xy2-88,xy2,17.21
xy2-88a,xy2,9.89
xy2-89,xy2,97.07
xy2-90,xy2,20.79
xy2-91,xy2,26.33
xy2-92,xy2,92.16
xy2-93,xy2,72.72
xy2-94,xy2,107.54
xy2-95,xy2,70.47
xy2-96,xy2,9.58
xy2-97,xy2,103.53
xy2-98,xy2,130.35
xy2-99,xy2,24.49
xy2-100,xy2,32.41
xy2-101,xy2,52.83
xy2-102,xy2,27.66
xy2-104,xy2,131.97
xy2-105,xy2,34.75
xy2-106,xy2,31.73
xy2-107,xy2,81.04
xy2-108,xy2,8.55
xy2-109,xy2,126.17
tk1a-3,tk1a,22.87
tk1a-4,tk1a,33.83
tk1a-5,tk1a,37.54
tk1a-6,tk1a,24.14
tk1a-7,tk1a,63.73
tk1a-8,tk1a,101.08
tk1a-9,tk1a,27.36
tk1a-10,tk1a,4.77
swshp-SWSH006,swshp,15.37
swshp-SWSH007,swshp,35.0
swshp-SWSH008,swshp,79.86
swshp-SWSH009,swshp,145.05
swshp-SWSH010,swshp,101.93
swshp-SWSH011,swshp,13.43
swshp-SWSH012,swshp,80.63
swshp-SWSH013,swshp,70.78
swshp-SWSH014,swshp,46.03
swshp-SWSH015,swshp,146.85
swshp-SWSH016,swshp,59.49
swshp-SWSH017,swshp,12.39
swshp-SWSH018,swshp,42.33
swshp-SWSH019,swshp,135.75
swshp-SWSH020,swshp,51.88
swshp-SWSH021,swshp,101.74
swshp-SWSH022,swshp,34.05
swshp-SWSH023,swshp,30.77
swshp-SWSH024,swshp,18.84
swshp-SWSH025,swshp,144.3
swshp-SWSH026,swshp,70.6
swshp-SWSH027,swshp,121.33
swshp-SWSH028,swshp,20.11
swshp-SWSH029,swshp,105.59
swshp-SWSH030,swshp,2.41
swshp-SWSH031,swshp,75.81
swshp-SWSH032,swshp,125.68
swshp-SWSH033,swshp,140.62
swshp-SWSH034,swshp,90.47
swshp-SWSH035,swshp,142.87
swshp-SWSH036,swshp,76.91
swshp-SWSH037,swshp,79.62
swshp-SWSH038,swshp,105.23
swshp-SWSH039,swshp,53.7
swshp-SWSH040,swshp,2.53
swshp-SWSH041,swshp,145.39
swshp-SWSH042,swshp,146.09
swshp-SWSH043,swshp,74.36
swshp-SWSH044,swshp,29.45
swshp-SWSH045,swshp,44.38
swshp-SWSH046,swshp,61.93
swshp-SWSH047,swshp,134.23
swshp-SWSH048,swshp,123.91
swshp-SWSH049,swshp,78.82
swshp-SWSH050,swshp,102.3
swshp-SWSH051,swshp,119.92
swshp-SWSH052,swshp,83.56
swshp-SWSH053,swshp,29.95
swshp-SWSH054,swshp,84.13
swshp-SWSH055,swshp,40.01
swshp-SWSH056,swshp,28.06
swshp-SWSH057,swshp,37.85
swshp-SWSH058,swshp,56.11
swshp-SWSH059,swshp,145.45
swshp-SWSH060,swshp,3.87
swshp-SWSH061,swshp,148.85
swshp-SWSH062,swshp,129.45
swshp-SWSH063,swshp,46.32
swshp-SWSH064,swshp,119.61
swshp-SWSH065,swshp,1.85
swshp-SWSH066,swshp,111.54
swshp-SWSH067,swshp,74.52
swshp-SWSH068,swshp,61.02
swshp-SWSH069,swshp,135.54
swshp-SWSH070,swshp,42.04
swshp-SWSH071,swshp,19.0
swshp-SWSH072,swshp,83.69
swshp-SWSH073,swshp,82.04
swshp-SWSH074,swshp,142.7
swshp-SWSH075,swshp,76.87
swshp-SWSH076,swshp,141.74
swshp-SWSH077,swshp,42.57
swshp-SWSH078,swshp,90.4
swshp-SWSH079,swshp,103.95
swshp-SWSH080,swshp,40.95
swshp-SWSH081,swshp,124.81
swshp-SWSH082,swshp,59.3
swshp-SWSH083,swshp,28.67
swshp-SWSH084,swshp,66.41
swshp-SWSH085,swshp,94.02
swshp-SWSH086,swshp,66.92
swshp-SWSH087,swshp,60.44
swshp-SWSH088,swshp,92.1
swshp-SWSH089,swshp,47.57
swshp-SWSH090,swshp,53.12
swshp-SWSH091,swshp,11.51
swshp-SWSH092,swshp,103.29
swshp-SWSH093,swshp,144.73
swshp-SWSH094,swshp,82.6
swshp-SWSH095,swshp,95.85
swshp-SWSH096,swshp,100.86
swshp-SWSH097,swshp,37.83
swshp-SWSH098,swshp,45.58
swshp-SWSH099,swshp,35.72
swshp-SWSH100,swshp,128.49
swshp-SWSH101,swshp,79.3
swshp-SWSH102,swshp,29.69
swshp-SWSH103,swshp,139.88
swshp-SWSH104,swshp,0.89
swshp-SWSH105,swshp,53.65
swshp-SWSH106,swshp,5.4
swshp-SWSH107,swshp,49.56
swshp-SWSH108,swshp,69.19
swshp-SWSH109,swshp,72.28
swshp-SWSH110,swshp,113.74
swshp-SWSH111,swshp,123.04
swshp-SWSH112,swshp,95.91
swshp-SWSH113,swshp,116.41
swshp-SWSH114,swshp,68.7
swshp-SWSH115,swshp,142.17
swshp-SWSH116,swshp,6.02
swshp-SWSH117,swshp,63.35
swshp-SWSH118,swshp,62.43
swshp-SWSH119,swshp,86.25
swshp-SWSH120,swshp,15.22
swshp-SWSH121,swshp,72.28
swshp-SWSH122,swshp,115.82
swshp-SWSH123,swshp,39.15
swshp-SWSH124,swshp,120.03
swshp-SWSH125,swshp,45.71
swshp-SWSH126,swshp,131.0
swshp-SWSH127,swshp,130.02
swshp-SWSH128,swshp,96.45
swshp-SWSH129,swshp,36.48
swshp-SWSH130,swshp,103.94
swshp-SWSH131,swshp,40.03
swshp-SWSH132,swshp,85.73
swshp-SWSH133,swshp,52.17
swshp-SWSH134,swshp,35.44
swshp-SWSH135,swshp,118.81
swshp-SWSH136,swshp,115.35
swshp-SWSH302,swshp,73.99
ex9-79,ex9,64.41
swshp-SWSH137,swshp,142.27
swshp-SWSH138,swshp,108.55
swshp-SWSH139,swshp,44.97
swshp-SWSH140,swshp,11.27
swshp-SWSH141,swshp,90.4
swshp-SWSH142,swshp,64.1
swshp-SWSH143,swshp,75.14
swshp-SWSH144,swshp,82.84
swshp-SWSH145,swshp,126.09
swshp-SWSH146,swshp,34.35
swshp-SWSH147,swshp,102.19
swshp-SWSH148,swshp,87.63
swshp-SWSH149,swshp,83.69
swshp-SWSH150,swshp,57.67
swshp-SWSH151,swshp,106.11
swshp-SWSH152,swshp,123.64
swshp-SWSH153,swshp,100.25
swshp-SWSH154,swshp,80.17
swshp-SWSH155,swshp,1.54
swshp-SWSH156,swshp,47.23
swshp-SWSH157,swshp,97.42
swshp-SWSH158,swshp,113.76
swshp-SWSH159,swshp,118.2
swshp-SWSH160,swshp,54.96
swshp-SWSH161,swshp,52.01
swshp-SWSH162,swshp,21.7
swshp-SWSH163,swshp,36.19
swshp-SWSH164,swshp,93.51
swshp-SWSH165,swshp,107.96
swshp-SWSH166,swshp,55.63
swshp-SWSH167,swshp,86.88
swshp-SWSH168,swshp,124.27
swshp-SWSH169,swshp,7.22
swshp-SWSH170,swshp,137.63
swshp-SWSH171,swshp,135.06
swshp-SWSH172,swshp,131.75
swshp-SWSH173,swshp,15.94
swshp-SWSH174,swshp,15.36
swshp-SWSH175,swshp,136.08
swshp-SWSH176,swshp,110.76
swshp-SWSH177,swshp,58.96
swshp-SWSH178,swshp,72.21
swshp-SWSH179,swshp,57.93
swshp-SWSH180,swshp,35.09
swshp-SWSH181,swshp,30.16
swshp-SWSH182,swshp,134.31
swshp-SWSH183,swshp,91.8
swshp-SWSH184,swshp,124.14
swshp-SWSH185,swshp,118.57
swshp-SWSH186,swshp,94.83
swshp-SWSH187,swshp,138.06
swshp-SWSH188,swshp,64.51
swshp-SWSH189,swshp,80.26
swshp-SWSH190,swshp,76.2
swshp-SWSH191,swshp,27.79
swshp-SWSH192,swshp,127.93
ex9-75,ex9,133.67
swshp-SWSH193,swshp,73.98
swshp-SWSH194,swshp,96.66
swshp-SWSH195,swshp,53.05
swshp-SWSH196,swshp,80.93
swshp-SWSH197,swshp,79.69
swshp-SWSH198,swshp,123.58
swshp-SWSH199,swshp,131.01
swshp-SWSH200,swshp,82.28
swshp-SWSH201,swshp,77.99
swshp-SWSH202,swshp,52.62
swshp-SWSH203,swshp,22.77
swshp-SWSH204,swshp,10.18
swshp-SWSH205,swshp,56.86
swshp-SWSH206,swshp,64.55
swshp-SWSH207,swshp,50.88
swshp-SWSH208,swshp,116.75
swshp-SWSH209,swshp,72.22
swshp-SWSH210,swshp,32.93
swshp-SWSH211,swshp,138.73
swshp-SWSH212,swshp,102.99
swshp-SWSH213,swshp,25.97
swshp-SWSH214,swshp,83.38
swshp-SWSH215,swshp,93.78
swshp-SWSH216,swshp,36.21
swshp-SWSH217,swshp,124.41
swshp-SWSH218,swshp,49.74
swshp-SWSH219,swshp,40.61
swshp-SWSH220,swshp,133.21
swshp-SWSH221,swshp,56.48
swshp-SWSH222,swshp,147.77
swshp-SWSH223,swshp,41.19
swshp-SWSH224,swshp,34.26
swshp-SWSH225,swshp,105.68
swshp-SWSH226,swshp,74.9
swshp-SWSH227,swshp,11.82
swshp-SWSH228,swshp,120.02
swshp-SWSH229,swshp,136.53
swshp-SWSH230,swshp,100.96
swshp-SWSH231,swshp,75.79
swshp-SWSH232,swshp,59.94
swshp-SWSH233,swshp,34.53
swshp-SWSH234,swshp,39.38
swshp-SWSH235,swshp,104.72
swshp-SWSH236,swshp,38.02
swshp-SWSH237,swshp,24.19
swshp-SWSH238,swshp,12.89
swshp-SWSH239,swshp,18.2
swshp-SWSH240,swshp,17.25
swshp-SWSH241,swshp,88.65
swshp-SWSH242,swshp,22.23
swshp-SWSH243,swshp,73.28
ex9-76,ex9,53.2
swshp-SWSH244,swshp,72.78
swshp-SWSH245,swshp,121.51
swshp-SWSH246,swshp,137.67
swshp-SWSH247,swshp,88.41
swshp-SWSH248,swshp,12.12
swshp-SWSH249,swshp,120.78
swshp-SWSH250,swshp,72.12
swshp-SWSH251,swshp,86.13
swshp-SWSH252,swshp,51.41
swshp-SWSH253,swshp,73.97
swshp-SWSH254,swshp,139.22
swshp-SWSH255,swshp,147.87
swshp-SWSH256,swshp,37.72
swshp-SWSH257,swshp,131.49
swshp-SWSH258,swshp,39.21
swshp-SWSH259,swshp,88.89
swshp-SWSH260,swshp,21.86
swshp-SWSH261,swshp,140.83
swshp-SWSH262,swshp,70.92
swshp-SWSH263,swshp,76.01
swshp-SWSH264,swshp,129.47
swshp-SWSH265,swshp,11.61
swshp-SWSH266,swshp,127.93
swshp-SWSH267,swshp,118.59
swshp-SWSH268,swshp,135.01
swshp-SWSH269,swshp,61.95
swshp-SWSH270,swshp,130.64
swshp-SWSH271,swshp,81.31
swshp-SWSH272,swshp,99.56
swshp-SWSH273,swshp,57.97
swshp-SWSH274,swshp,135.0
swshp-SWSH275,swshp,149.07
swshp-SWSH276,swshp,3.19
swshp-SWSH277,swshp,52.35
swshp-SWSH278,swshp,144.29
swshp-SWSH279,swshp,133.78
swshp-SWSH280,swshp,28.94
swshp-SWSH281,swshp,3.06
swshp-SWSH282,swshp,14.32
swshp-SWSH283,swshp,12.25
swshp-SWSH284,swshp,86.15
swshp-SWSH285,swshp,2.55
swshp-SWSH286,swshp,145.85
swshp-SWSH287,swshp,79.84
swshp-SWSH288,swshp,140.65
swshp-SWSH289,swshp,83.72
swshp-SWSH290,swshp,31.04
swshp-SWSH291,swshp,23.05
swshp-SWSH292,swshp,4.86
swshp-SWSH293,swshp,84.25
swshp-SWSH294,swshp,147.12
swshp-SWSH295,swshp,94.98
swshp-SWSH296,swshp,42.53
swshp-SWSH297,swshp,123.06
swshp-SWSH298,swshp,108.11
swshp-SWSH303,swshp,64.59
swshp-SWSH304,swshp,66.45
swshp-SWSH305,swshp,48.51
swshp-SWSH306,swshp,50.75
swshp-SWSH307,swshp,129.69
swsh11tg-TG06,swsh11tg,97.52
swsh11tg-TG07,swsh11tg,147.29
swsh11tg-TG08,swsh11tg,143.24
swsh11tg-TG09,swsh11tg,98.44
swsh11tg-TG10,swsh11tg,98.46
swsh11tg-TG12,swsh11tg,126.85
swsh11tg-TG13,swsh11tg,70.83
swsh11tg-TG14,swsh11tg,98.21
swsh11tg-TG15,swsh11tg,75.24
swsh11tg-TG16,swsh11tg,93.64
swsh11tg-TG17,swsh11tg,4.25
swsh11tg-TG18,swsh11tg,89.68
swsh11tg-TG19,swsh11tg,148.23
swsh11tg-TG20,swsh11tg,61.81
swsh11tg-TG21,swsh11tg,73.16
swsh11tg-TG22,swsh11tg,5.24
swsh11tg-TG23,swsh11tg,41.5
swsh11tg-TG24,swsh11tg,15.91
swsh11tg-TG25,swsh11tg,113.83
swsh11tg-TG26,swsh11tg,94.5
swsh11tg-TG27,swsh11tg,20.35
swsh11tg-TG28,swsh11tg,103.23
swsh11tg-TG29,swsh11tg,60.99
swsh11tg-TG30,swsh11tg,106.73
mcd16-8,mcd16,11.18
mcd16-9,mcd16,143.68
mcd16-10,mcd16,22.27
mcd16-11,mcd16,31.39
mcd16-12,mcd16,51.56
mcd12-6,mcd12,145.24
mcd12-7,mcd12,77.92
mcd12-8,mcd12,136.06
mcd12-9,mcd12,23.33
mcd12-10,mcd12,79.03
mcd12-11,mcd12,6.73
mcd12-12,mcd12,120.06
bw3-12,bw3,39.04
bw3-13,bw3,53.1
bw3-14,bw3,94.04
bw3-15,bw3,131.98
bw3-16,bw3,145.31
ex9-77,ex9,62.79
bw3-17,bw3,108.11
bw3-18,bw3,131.0
bw3-19,bw3,131.49
bw3-20,bw3,15.28
bw3-21,bw3,68.6
bw3-22,bw3,108.04
bw3-23,bw3,11.12
bw3-24,bw3,97.94
bw3-25,bw3,127.26
bw3-26,bw3,28.63
bw3-27,bw3,107.11
bw3-28,bw3,72.18
bw3-29,bw3,11.99
bw3-30,bw3,107.85
bw3-31,bw3,85.83
bw3-32,bw3,19.58
bw3-33,bw3,14.9
bw3-34,bw3,145.46
bw3-35,bw3,131.36
bw3-36,bw3,34.91
bw3-37,bw3,111.63
bw3-38,bw3,86.33
bw3-39,bw3,134.84
bw3-40,bw3,100.09
bw3-41,bw3,86.2
bw3-42,bw3,76.57
bw3-43,bw3,122.4
bw3-44,bw3,89.61
bw3-45,bw3,107.23
bw3-46,bw3,119.14
bw3-47,bw3,6.43
bw3-48,bw3,43.9
bw3-49,bw3,66.71
bw3-50,bw3,105.09
bw3-51,bw3,25.3
bw3-52,bw3,61.94
bw3-53,bw3,115.62
bw3-54,bw3,0.99
bw3-55,bw3,80.99
bw3-56,bw3,24.22
bw3-57,bw3,74.07
bw3-58,bw3,24.54
bw3-59,bw3,123.88
bw3-60,bw3,14.04
bw3-61,bw3,117.01
bw3-62,bw3,75.1
bw3-63,bw3,145.67
bw3-64,bw3,60.73
bw3-65,bw3,108.05
bw3-66,bw3,140.36
bw3-67,bw3,10.5
bw3-68,bw3,19.92
bw3-69,bw3,118.89
bw3-70,bw3,3.78
bw3-71,bw3,7.93
bw3-72,bw3,121.26
bw3-73,bw3,84.4
bw3-74,bw3,108.74
bw3-75,bw3,109.21
bw3-76,bw3,131.81
bw3-77,bw3,121.72
bw3-78,bw3,78.48
bw3-79,bw3,94.55
bw3-80,bw3,114.37
bw3-81,bw3,136.64
bw3-82,bw3,148.28
bw3-83,bw3,52.67
bw3-84,bw3,8.7
bw3-85,bw3,25.19
bw3-86,bw3,105.03
bw3-87,bw3,133.14
bw3-88,bw3,136.85
bw3-89,bw3,10.31
bw3-90,bw3,32.59
bw3-91,bw3,46.71
bw3-92,bw3,113.53
bw3-93,bw3,17.01
bw3-94,bw3,45.32
bw3-95,bw3,1.12
bw3-96,bw3,45.36
bw3-97,bw3,27.55
bw3-98,bw3,34.44
bw3-99,bw3,24.35
bw3-100,bw3,137.33
bw3-101,bw3,126.05
ex9-78,ex9,79.39
bw3-102,bw3,72.25
sve-6,sve,46.26
sve-7,sve,39.84
sve-8,sve,120.01
sve-9,sve,128.41
sve-10,sve,32.54
sve-11,sve,70.47
sve-12,sve,60.96
sve-13,sve,86.07
sve-14,sve,73.64
sve-15,sve,10.04
sve-16,sve,79.23
pop1-16,pop1,33.67
pop1-17,pop1,142.88
pop6-10,pop6,92.95
pop6-11,pop6,80.43
pop6-12,pop6,88.18
pop6-13,pop6,94.58
pop6-14,pop6,17.87
pop6-15,pop6,29.08
pop6-16,pop6,146.15
pop6-17,pop6,134.28
ex9-20,ex9,68.0
ex9-21,ex9,72.72
ex9-22,ex9,15.03
ex9-23,ex9,117.59
ex9-24,ex9,9.53
ex9-25,ex9,122.4
ex9-26,ex9,131.95
ex9-27,ex9,149.06
ex9-28,ex9,87.75
ex9-29,ex9,58.06
ex9-30,ex9,143.95
ex9-31,ex9,68.17
ex9-32,ex9,79.55
ex9-33,ex9,67.56
ex9-34,ex9,120.64
ex9-35,ex9,116.2
ex9-36,ex9,46.77
ex9-37,ex9,142.06
ex9-38,ex9,96.69
ex9-39,ex9,71.81
ex9-40,ex9,7.91
ex9-41,ex9,53.6
ex9-42,ex9,120.97
ex9-43,ex9,120.14
ex9-44,ex9,100.68
ex9-45,ex9,38.25
ex9-46,ex9,72.63
ex9-47,ex9,107.99
ex9-48,ex9,83.19
ex9-49,ex9,54.5
ex9-50,ex9,84.38
ex9-51,ex9,5.75
ex9-52,ex9,145.02
ex9-53,ex9,66.12
ex9-54,ex9,100.77
ex9-55,ex9,116.77
ex9-56,ex9,133.15
ex9-57,ex9,69.31
ex9-58,ex9,88.39
ex9-59,ex9,119.61
ex9-60,ex9,138.93
ex9-61,ex9,15.96
ex9-62,ex9,126.26
ex9-63,ex9,1.6
ex9-64,ex9,123.82
ex9-65,ex9,60.72
ex9-66,ex9,118.94
ex9-67,ex9,6.71
ex9-68,ex9,97.1
ex9-69,ex9,57.55
ex9-70,ex9,133.71
ex9-71,ex9,40.79
ex9-72,ex9,29.84
ex9-73,ex9,111.75
ex9-74,ex9,47.34
ex9-80,ex9,20.85
ex9-81,ex9,138.21
ex9-82,ex9,108.59
ex9-83,ex9,48.13
ex9-84,ex9,40.87
ex9-85,ex9,3.47
ex9-86,ex9,7.05
ex9-87,ex9,22.47
ex9-88,ex9,74.19
ex9-89,ex9,54.86
ex9-90,ex9,145.61
ex9-91,ex9,99.44
ex9-92,ex9,128.9
ex9-93,ex9,48.27
ex9-94,ex9,130.51
ex9-95,ex9,129.37
ex9-96,ex9,112.56
ex9-97,ex9,63.29
ex9-98,ex9,112.34
ex9-99,ex9,93.82
ex9-100,ex9,68.49
ex9-101,ex9,43.32
ex9-102,ex9,16.38
ex9-103,ex9,8.35
ex9-104,ex9,84.68
ex9-105,ex9,93.13
ex9-106,ex9,51.66
ex9-107,ex9,126.05
swsh5-1,swsh5,5.68
swsh5-2,swsh5,133.04
swsh5-4,swsh5,35.14
swsh5-5,swsh5,52.93
swsh5-6,swsh5,7.37
swsh5-7,swsh5,114.21
swsh5-8,swsh5,89.25
swsh5-9,swsh5,12.08
swsh5-10,swsh5,64.28
swsh5-11,swsh5,97.84
swsh5-12,swsh5,87.9
swsh5-13,swsh5,14.69
swsh5-14,swsh5,3.66
swsh5-15,swsh5,109.64
swsh5-16,swsh5,61.52
swsh5-17,swsh5,27.11
swsh5-18,swsh5,147.08
swsh5-19,swsh5,96.62
swsh5-20,swsh5,108.84
swsh5-21,swsh5,135.79
swsh5-22,swsh5,122.94
swsh5-23,swsh5,18.65
swsh5-24,swsh5,77.59
swsh5-25,swsh5,5.0
swsh5-26,swsh5,90.18
swsh5-27,swsh5,74.06
swsh5-28,swsh5,131.21
swsh5-29,swsh5,132.61
swsh5-71,swsh5,113.99
swsh5-30,swsh5,122.01
swsh5-31,swsh5,67.75
swsh5-32,swsh5,36.79
swsh5-33,swsh5,133.76
swsh5-34,swsh5,139.16
swsh5-35,swsh5,69.89
swsh5-36,swsh5,83.4
swsh5-37,swsh5,12.17
swsh5-38,swsh5,43.1
swsh5-39,swsh5,58.43
swsh5-40,swsh5,93.99
swsh5-41,swsh5,55.29
swsh5-42,swsh5,65.8
swsh5-43,swsh5,3.57
swsh5-44,swsh5,105.08
swsh5-45,swsh5,33.57
swsh5-46,swsh5,144.7
swsh5-47,swsh5,54.51
swsh5-48,swsh5,145.59
swsh5-49,swsh5,55.07
swsh5-50,swsh5,17.92
swsh5-51,swsh5,43.27
swsh5-52,swsh5,77.47
swsh5-53,swsh5,74.67
swsh5-54,swsh5,20.96
swsh5-55,swsh5,13.16
swsh5-56,swsh5,97.6
swsh5-57,swsh5,13.84
swsh5-58,swsh5,98.23
swsh5-59,swsh5,107.54
swsh5-60,swsh5,118.17
swsh5-61,swsh5,128.89
swsh5-62,swsh5,109.34
swsh5-63,swsh5,68.06
swsh5-64,swsh5,44.66
swsh5-65,swsh5,123.06
swsh5-66,swsh5,80.63
swsh5-67,swsh5,41.69
swsh5-68,swsh5,52.75
swsh5-69,swsh5,43.37
swsh5-70,swsh5,129.08
swsh5-72,swsh5,86.2
swsh5-73,swsh5,137.02
swsh5-74,swsh5,121.32
swsh5-75,swsh5,77.02
swsh5-76,swsh5,136.59
swsh5-77,swsh5,73.21
swsh5-78,swsh5,33.8
swsh5-79,swsh5,55.04
swsh5-80,swsh5,71.08
swsh5-81,swsh5,33.78
swsh5-82,swsh5,36.13
swsh5-83,swsh5,22.96
swsh5-84,swsh5,13.34
swsh5-85,swsh5,11.52
swsh5-86,swsh5,10.02
swsh5-87,swsh5,3.9
swsh5-88,swsh5,57.75
swsh5-89,swsh5,28.13
swsh5-90,swsh5,130.22
swsh5-91,swsh5,50.74
swsh5-92,swsh5,44.26
